text,emotions,emotion_encoded,cleaned_text
i complete the act i feel temporarily satisfied but the feeling quickly goes away and i feel ashamed or guilty,joy,2,complete act feel temporarily satisfied feeling quickly goes away feel ashamed guilty
im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,anger,0,im feeling rebellious amp ive missed last couple ffs twitter thought id share two blogs ive loving recently
i feel more irritable and i feel more sensible now than ever,anger,0,feel irritable feel sensible ever
id probably be okay wearing either of them as id have more fun making ashlotte and feel gorgeous wearing it but i look more like talim and would most likely have more fun in her costume as itd be easier to sit and move around as well as to get on,joy,2,id probably okay wearing either id fun making ashlotte feel gorgeous wearing look like talim would likely fun costume itd easier sit move around well get
i feel like the supportive wife who does whatever he says and sits at home waiting for him to call with a plan of action,love,3,feel like supportive wife whatever says sits home waiting call plan action
i always feel glamorous wearing a flowing gucci number no matter what kind of day,joy,2,always feel glamorous wearing flowing gucci number matter kind day
i remember hating walking from the car to the my classroom feeling judged and ugly and jeered at with every step,sadness,4,remember hating walking car classroom feeling judged ugly jeered every step
i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics,anger,0,resorted yesterday post peak day illness still housebound feeling agitated peckish brew href http pics
i have a feeling mica isnt that graceful but im willing to be proved wrong and i think jan might pull something fabulous out of the bag,joy,2,feeling mica isnt graceful im willing proved wrong think jan might pull something fabulous bag
i have no idea if this is interesting for anybody to read but i found myself smiling like a fool laughing at some points and feeling overwhelmed with gratefulness,surprise,5,idea interesting anybody read found smiling like fool laughing points feeling overwhelmed gratefulness
im feeling less like a woman and more like an embarrassed girl,sadness,4,im feeling less like woman like embarrassed girl
i feel pressured when people say im going t beat you or whatever,fear,1,feel pressured people say im going beat whatever
i wave remember how many people love you and feel our arms supporting you under the deep and painful sea,joy,2,wave remember many people love feel arms supporting deep painful sea
i feel happy i feel elated but i also thank god for bringing me to this stage,joy,2,feel happy feel elated also thank god bringing stage
i am now feeling more and more confident and with little improvements here and there i know i can be fighting for a top in most races and a spot in the money if i stay the course,joy,2,feeling confident little improvements know fighting top races spot money stay course
i am currently feeling like you know that kind of devastated desperate feelings trapped inside like somewhere between screaming and crying more of like you want to slash your wrist but you are afraid of death,sadness,4,currently feeling like know kind devastated desperate feelings trapped inside like somewhere screaming crying like want slash wrist afraid death
i feel blessed that i was there at the right time in the right place to see them and to feel a part of something that i hope will give the people of kuwait hope for progress,love,3,feel blessed right time right place see feel part something hope give people kuwait hope progress
i feel awkward because v has already asserted that she is doing that,sadness,4,feel awkward v already asserted
i have a feeling there are a few more perfect moments coming,joy,2,feeling perfect moments coming
i think people reject their feelings because they re terrified of them but the truth is that once you see that you can t die from them and that they actually go away they re not so scary,fear,1,think people reject feelings terrified truth see die actually go away scary
i feel that this is something i m curious about as someone who listens to current music but i realized that songs become weird and their unique vibe gets lost when non korean songs are translated into korean,surprise,5,feel something curious someone listens current music realized songs become weird unique vibe gets lost non korean songs translated korean
i hate feeling so needy in need of approval in need of money in need of a direction in need of both physical and mental strength even in need of a particular someone in need of knowing what i lack and need,sadness,4,hate feeling needy need approval need money need direction need physical mental strength even need particular someone need knowing lack need
im feeling somewhat optimistic that in i wont be that damn coward,joy,2,im feeling somewhat optimistic wont damn coward
i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him,anger,0,want tell feel disgusted hurt husband way laugh treats grandchildren treated husbands mum scream stop selfish bastard world revolve around
i keep asking if ive finally grown that th head that was coming in or not because i feel like people are looking at me like ew when i try to be friendly,joy,2,keep asking ive finally grown th head coming feel like people looking like ew try friendly
i feel more terrified than the customers will be in my maze,fear,1,feel terrified customers maze
i woke up four miles away hungry as hell but somehow feeling oddly satisfied,joy,2,woke four miles away hungry hell somehow feeling oddly satisfied
im suddenly feeling lighter less burdened by the weight of my life,sadness,4,im suddenly feeling lighter less burdened weight life
i feel profoundly insulted by this anime how dumb does it think we are,anger,0,feel profoundly insulted anime dumb think
i attended a session in the pub afterwards and i m feeling a bit tender this morning,love,3,attended session pub afterwards feeling bit tender morning
i feel uncertain if the most of similar families can be reached the uncertainty does not preclude us from serving those we can in the meantime while discovering the ways to reach the others,fear,1,feel uncertain similar families reached uncertainty preclude us serving meantime discovering ways reach others
i feel my inner happy present once again,joy,2,feel inner happy present
i really don t feel all that bothered by the north london derby,anger,0,really feel bothered north london derby
i just be feeling curious about a few tings,surprise,5,feeling curious tings
i feel like its the perfect opportunity to apply everything that ive learned thus far on my mission,joy,2,feel like perfect opportunity apply everything ive learned thus far mission
i can feel again i want to talk about the positive feelings of love good will and support that are raining down upon my detoxified mind and body and on behalf of the team here at iws radio i want to give a virtual hug and say thanks to some people for making me smile during sunday s show,joy,2,feel want talk positive feelings love good support raining upon detoxified mind body behalf team iws radio want give virtual hug say thanks people making smile sunday show
i feel pressured at times to succumb to fear and insecurities but thankfully i am still able to hold it on my own,fear,1,feel pressured times succumb fear insecurities thankfully still able hold
i do feel confused,fear,1,feel confused
i no longer feel depressed and am not mad or haven t yet a href http www,sadness,4,longer feel depressed mad yet href http www
a friend of mine suggested that i become a film extra the idea seemed very funny to me and my reaction seemed rather outlandish to the others,joy,2,friend mine suggested become film extra idea seemed funny reaction seemed rather outlandish others
i am cold and unresponsive or feel unloved,sadness,4,cold unresponsive feel unloved
i feel doubly honoured because both river of a href http river driftingthroughlife,joy,2,feel doubly honoured river href http river driftingthroughlife
i feel like learning not to judge people is the most important thing we can take away from this reading,joy,2,feel like learning judge people important thing take away reading
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart,anger,0,feel impatient sometimes feel thankful god gave time moulding heart
i feel like i ll never be as graceful and beautiful as i once thought i was all because i based my opinions on theirs,joy,2,feel like never graceful beautiful thought based opinions
im not sure theyre right to feel triumphant but they certainly got a lot of comfort from the way the arguments went,joy,2,im sure theyre right feel triumphant certainly got lot comfort way arguments went
i just feel so listless from the gloominess of it all,sadness,4,feel listless gloominess
i didn t feel terrific,joy,2,feel terrific
i completed feeling invigorated not sluggish its ffviii,joy,2,completed feeling invigorated sluggish ffviii
i can really spend some time wit him soon and feel loved again,love,3,really spend time wit soon feel loved
i learned i feel lonely at parties i like to plan them however if you dont stuff your feelings with food or liquor or shopping you can,sadness,4,learned feel lonely parties like plan however dont stuff feelings food liquor shopping
i try to work but i cant concentrate me on something else than you and i log in my private journal to share my feelings my love with my faithful compagnon journal,love,3,try work cant concentrate something else log private journal share feelings love faithful compagnon journal
i feel one with the divine intelligence of life and can see it s creative expressions everywhere,joy,2,feel one divine intelligence life see creative expressions everywhere
i feel i cant be disturbed to lift upon with hold up anymore it seems as if i dont know what to do or what i m vital for,sadness,4,feel cant disturbed lift upon hold anymore seems dont know vital
i feel like i missed out on a lot of important information that would have helped me understand his art better,sadness,4,feel like missed lot important information would helped understand art better
i feel to my father in heaven and to your mommy for your sweet life,love,3,feel father heaven mommy sweet life
i feel so honored to have amazing sons to celebrate,joy,2,feel honored amazing sons celebrate
im feeling so restless today,fear,1,im feeling restless today
i mentioned previously it has only been over two months i am feeling hopeful that if i am having more positive thought i might be able to forgive her,joy,2,mentioned previously two months feeling hopeful positive thought might able forgive
i can imagine what my daily life would look like with hardly a material possession to my name and it feels so peaceful but i will probably not be doing away with everything so how do i find the right balance,joy,2,imagine daily life would look like hardly material possession name feels peaceful probably away everything find right balance
i noticed myself feeling victimized resentful fearful ripped off crazy my body reacted with sensations of tension and chaos,sadness,4,noticed feeling victimized resentful fearful ripped crazy body reacted sensations tension chaos
i feel a bit more energized today and less grouchy,anger,0,feel bit energized today less grouchy
i can t help but think what they must be feeling with the loss of jon s talented advanced horse coupled with the joy of a new baby on the way such a mixture of extreme emotions,joy,2,help think must feeling loss jon talented advanced horse coupled joy new baby way mixture extreme emotions
i feel aching at all times of day,sadness,4,feel aching times day
i am so proud of him and who he has become and i feel privileged to call him brother,joy,2,proud become feel privileged call brother
i feel appropriately disturbed by the project,sadness,4,feel appropriately disturbed project
i feel like im taking up some more needy persons place in the er,sadness,4,feel like im taking needy persons place er
i am feeling hopeful excited and very much being made new,joy,2,feeling hopeful excited much made new
i feel more resolved than ever to persevere with the use of web based technology for learning despite problems mistakes and frustrations,joy,2,feel resolved ever persevere use web based technology learning despite problems mistakes frustrations
i managed km in one go once feeling really exhausted afterwards but i survived,sadness,4,managed km one go feeling really exhausted afterwards survived
i know i shouldnt be reacting this way to it all but i cant help it and i feel terribly petty and horrid but this is the way im reacting and i have to deal with it,anger,0,know shouldnt reacting way cant help feel terribly petty horrid way im reacting deal
i feel glad to have had someone so fine burying their face in my crotch,joy,2,feel glad someone fine burying face crotch
i feel dumb putting so much thought to such a stupid little thing but its getting to me,sadness,4,feel dumb putting much thought stupid little thing getting
i feel embarrassed though think really red faced with steam emerging but i feel i need to do this to better myself as an artist,sadness,4,feel embarrassed though think really red faced steam emerging feel need better artist
i am feeling very restless irritable and discontent,fear,1,feeling restless irritable discontent
i can do all things through christ who gives me strength is a lovely little verse that i repeat over and over when im feeling a little unsure about something,fear,1,things christ gives strength lovely little verse repeat im feeling little unsure something
i feel increasingly fond of coppers,love,3,feel increasingly fond coppers
i do feel very contented with this simple homely life,joy,2,feel contented simple homely life
im not feeling well a href http,joy,2,im feeling well href http
i find myself feeling remarkably calm,joy,2,find feeling remarkably calm
i go snowboarding feeling very apprehensive,fear,1,go snowboarding feeling apprehensive
i am glad he is ok but it makes me feel even more alone in my sadness,sadness,4,glad ok makes feel even alone sadness
i feel so sympathetic embarrassed for betty here that it s tough to watch,love,3,feel sympathetic embarrassed betty tough watch
i feel like i get more and more frantic with no clue which way to turn what direction my life is going or if i should even care,fear,1,feel like get frantic clue way turn direction life going even care
i mean the blinds that you could pull down when you were feeling particularly romantic,love,3,mean blinds could pull feeling particularly romantic
i get that its easiest for them to jolt people into submission with electricity but i get the feeling that its becoming a more socially acceptable version of beating someone with a billy club,joy,2,get easiest jolt people submission electricity get feeling becoming socially acceptable version beating someone billy club
i feel is superior to mine,joy,2,feel superior mine
i feel sorry for her she had a good thing in dh but she abused it and him resulting in his depression and diagnosis of generalised anxiety with panic features and then lost it,sadness,4,feel sorry good thing dh abused resulting depression diagnosis generalised anxiety panic features lost
i realise that desiring a substance to feed a feeling only compounds the desire to feed the feeling i realise ive abused substances since early childhood,sadness,4,realise desiring substance feed feeling compounds desire feed feeling realise ive abused substances since early childhood
i still feel amazed by its beauty diversity and joie de vivre,surprise,5,still feel amazed beauty diversity joie de vivre
i love earning money and having it but because i grew up in a lower middle class family i feel very appreciative of the money that i do have,joy,2,love earning money grew lower middle class family feel appreciative money
i feel kinda lost posted by a href http jumbleupon,sadness,4,feel kinda lost posted href http jumbleupon
i can t even feel outraged by it,anger,0,even feel outraged
i apologise as a tank if we have a big pull and it all feels messy,sadness,4,apologise tank big pull feels messy
i did in fact feel very strange,surprise,5,fact feel strange
i kind of wish i had come up with those thoughts myself rather than feeling the way i do now a lame disciple merely about to regurgitate eva s thoughts on to you all,sadness,4,kind wish come thoughts rather feeling way lame disciple merely regurgitate eva thoughts
i feel my connection with the divine most strongly when i feel sexy,joy,2,feel connection divine strongly feel sexy
i didnt start feeling nervous until friday and on saturday i didnt feel as much nervous as scared and respectful of the enormous challenge that laid before me,fear,1,didnt start feeling nervous friday saturday didnt feel much nervous scared respectful enormous challenge laid
i feel like ive been a totally hot mess that i had second thoughts about publishing it,love,3,feel like ive totally hot mess second thoughts publishing
i feel like i broke all my rules and i won lots of battles other days i feel like nothing changed since days ago,sadness,4,feel like broke rules lots battles days feel like nothing changed since days ago
i don t feel stressed,anger,0,feel stressed
i feel like wow that s very cool that could be me,joy,2,feel like wow cool could
i feel quite content right now s i mean nothing amazing happened just a stupid frenh competition where im sure i did shit and tutor but i dontt know i feel ok,joy,2,feel quite content right mean nothing amazing happened stupid frenh competition im sure shit tutor dontt know feel ok
i think i feel the coldness more compare to other people who can withstand low temperature,sadness,4,think feel coldness compare people withstand low temperature
i am really looking forward to feel like in europe again although somehow i m fond of this place,love,3,really looking forward feel like europe although somehow fond place
i feel so blessed that we were privileged to go,love,3,feel blessed privileged go
i refused to allow myself to feel dirty but my vulnerability allowed me to be manipulated quite a bit,sadness,4,refused allow feel dirty vulnerability allowed manipulated quite bit
i feel reluctant to join the class trip to beijing,fear,1,feel reluctant join class trip beijing
i feel tortured by this thought but it feels so true,fear,1,feel tortured thought feels true
i feel more adventurous willing to take risks,joy,2,feel adventurous willing take risks
i don t like feeling assaulted by a song no matter how much inspiration and integrity is backing up the blows,sadness,4,like feeling assaulted song matter much inspiration integrity backing blows
i began to feel a bit regretful,sadness,4,began feel bit regretful
watched a horror movie which involved sexual attacks on women,fear,1,watched horror movie involved sexual attacks women
i had a post about english plurals that i started in between acts over the weekend but that ll have to wait until i m feeling with it enough to be clever without being snarky,joy,2,post english plurals started acts weekend wait feeling enough clever without snarky
i almost feel like he was trying to be awkward,sadness,4,almost feel like trying awkward
i walked out the disinfected building feeling immensely dirty and lost and couldn t recognize where i was,sadness,4,walked disinfected building feeling immensely dirty lost recognize
i have to admit to feeling pretty envious of the commuters there a south african summer has got to be a tad more reliable than a british one,anger,0,admit feeling pretty envious commuters south african summer got tad reliable british one
i was upset and feeling weepy my mom wanted me to drink a mainstream caffeinated tea that she thought would help me feel calmer and more relaxed,sadness,4,upset feeling weepy mom wanted drink mainstream caffeinated tea thought would help feel calmer relaxed
i was feeling kinda discouraged because i was stuck but today i proved to myself that i can do things that i didnt think i could do,sadness,4,feeling kinda discouraged stuck today proved things didnt think could
im sure she left feeling angry and unhappy but she also caused members of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individuals with bad attitudes,anger,0,im sure left feeling angry unhappy also caused members staff feel angry aggressive upset hurt final say personal attack say awful individuals bad attitudes
i feel may be vital to fiction itself,joy,2,feel may vital fiction
i quickly learned just by moving from sauna to ice cold bath to steam room to shower until you feel like a tortured goldilocks who wants nothing more than to find the middle ground between too hot and too cold,fear,1,quickly learned moving sauna ice cold bath steam room shower feel like tortured goldilocks wants nothing find middle ground hot cold
i just feel drained by most of the gameplay i do,sadness,4,feel drained gameplay
i feel that disdain from him when i acted as if id been wronged by him,anger,0,feel disdain acted id wronged
i actually put forth the effort and stick to a routine though i am busier i feel less stressed and more fulfilled at the end of the day and am better able to enjoy the simple moments of motherhood,sadness,4,actually put forth effort stick routine though busier feel less stressed fulfilled end day better able enjoy simple moments motherhood
i should feel burdened that the slightest touch from that body even now still lingers upon my skin,sadness,4,feel burdened slightest touch body even still lingers upon skin
i feel like beloved,love,3,feel like beloved
i feel her sweet sound nice melody of the song,joy,2,feel sweet sound nice melody song
i was so proud of him and i feel so hopeful i realise this is the nature of asd if he is motivated he will let us have a small glimpse of his abilities and it seems toy story lego is the motivator at the moment,joy,2,proud feel hopeful realise nature asd motivated let us small glimpse abilities seems toy story lego motivator moment
i feel you caring even if you will insist you are mean,love,3,feel caring even insist mean
i feel drained after being out and about even if ive enjoyed myself,sadness,4,feel drained even ive enjoyed
i was feeling pretty cranky about it but when i called the garage door guy this morning he said that his scheduler wasnt in because her husband had a massive heart attack over the weekend hes okay so he couldnt give me a time the repairman will call before he comes,anger,0,feeling pretty cranky called garage door guy morning said scheduler wasnt husband massive heart attack weekend hes okay couldnt give time repairman call comes
im feeling a little beaten down this week and im not sure why,sadness,4,im feeling little beaten week im sure
i feel rich in it,joy,2,feel rich
i want to wimp out on feeling outraged,anger,0,want wimp feeling outraged
i feel really rotten remind me to be thankful on the good days,sadness,4,feel really rotten remind thankful good days
i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds,fear,1,conducted survey quite likely many feel assaulted onel demons creators would felt walls covered eminent figures patriotic heroes epic deeds
i used to down a large mushroom pizza and a pitcher of beer and feel positively virtuous afterward,joy,2,used large mushroom pizza pitcher beer feel positively virtuous afterward
i feel that the life issue and posts like this one will just be met with violent and angry rhetoric,anger,0,feel life issue posts like one met violent angry rhetoric
i don t want to mention the afternoon because i am a highly conscientious person who would hate like to make you feel that unsuccessful,sadness,4,want mention afternoon highly conscientious person would hate like make feel unsuccessful
i like products that are organic because i can feel assured there are no added ingredients that could have potentially negative effects,joy,2,like products organic feel assured added ingredients could potentially negative effects
ive done so much reading but i feel like im being paranoid by doing all this extra stuff since no one seems to,fear,1,ive done much reading feel like im paranoid extra stuff since one seems
i feel like my day starts around lunchtime which kind of feels awful,sadness,4,feel like day starts around lunchtime kind feels awful
i feel so comfortable wear it,joy,2,feel comfortable wear
i was still feeling a bit unsure a bit not convinced still a bit frustrated,fear,1,still feeling bit unsure bit convinced still bit frustrated
i feel remorseful for my dao ness,sadness,4,feel remorseful dao ness
i really feel like there s a talented artist buried somewhere inside of ethan,joy,2,really feel like talented artist buried somewhere inside ethan
i finished work at am on saturday got home and teased the other half how i was right she was wrong and i fancied roast beef with roast potatoes and the full trimmings i was feeling quite smug with myself,joy,2,finished work saturday got home teased half right wrong fancied roast beef roast potatoes full trimmings feeling quite smug
i am posting about a past event where i am feeling like i should be insulted,anger,0,posting past event feeling like insulted
i wake up every morning and feel like i have been beaten with a baseball bat,sadness,4,wake every morning feel like beaten baseball bat
i know this is not specific for me and almost everyone else has a similar experience but i still can t help but feel appalled,anger,0,know specific almost everyone else similar experience still help feel appalled
i love the response i get from the students and it is such a good feeling when someone who is obviously shy comes and talks to you even if their english isnt great,fear,1,love response get students good feeling someone obviously shy comes talks even english isnt great
i start to feel agitated,anger,0,start feel agitated
i didnt feel like suffering through a sleepless night especially with my terrible allergies amp amp fever,sadness,4,didnt feel like suffering sleepless night especially terrible allergies amp amp fever
i feeling strange energies,surprise,5,feeling strange energies
im fine mary anne answered feeling a little impatient,anger,0,im fine mary anne answered feeling little impatient
i feel anyway never afraid of the sea but a healthy respect for the ocean and a sense of harmony and balance,fear,1,feel anyway never afraid sea healthy respect ocean sense harmony balance
i feel suspicious but i cant walk a way i like him i always had a thing for football players i know ive been m,fear,1,feel suspicious cant walk way like always thing football players know ive
i feel like my life is the movie sweet home alabama,joy,2,feel like life movie sweet home alabama
i am feeling impatient in so many ways but i am equally aware that it is important to learn all i can while im in this season,anger,0,feeling impatient many ways equally aware important learn im season
i feel fairly sure readers will continue to pay for fiction,joy,2,feel fairly sure readers continue pay fiction
i feel so relaxed amp light since i emptied myself of this burden that had controlled me for so long,joy,2,feel relaxed amp light since emptied burden controlled long
i was able to work in the studio all week though im feeling a bit gloomy about how slowly things seem to be progressing,sadness,4,able work studio week though im feeling bit gloomy slowly things seem progressing
i really have gotten to a place where if i go for more than a day or two without writing i begin to feel very anxious very displaced,fear,1,really gotten place go day two without writing begin feel anxious displaced
i feel never fear your fears i will make you fearless,joy,2,feel never fear fears make fearless
i am feeling very appreciative tonight,joy,2,feeling appreciative tonight
i think everyone should make a goal that they feel as passionate about,joy,2,think everyone make goal feel passionate
i feel he just broke up with his girlfriend,sadness,4,feel broke girlfriend
i feel like todd is getting too stressed or tired with caleb i will take him because i dont want caleb to feel that frustration,anger,0,feel like todd getting stressed tired caleb take dont want caleb feel frustration
i would veer from feeling utterly terrified to utterly disorientated to utterly queasy,fear,1,would veer feeling utterly terrified utterly disorientated utterly queasy
im stuck feeling too casual and frumpy when i return to the office,joy,2,im stuck feeling casual frumpy return office
i feel far too distracted to actually write anything of substance,anger,0,feel far distracted actually write anything substance
i was on the phone with one of my best friends the other day and i told her i don t feel successful,joy,2,phone one best friends day told feel successful
i feel like she shouldnt have blamed him for it but she did and she never forgave him,sadness,4,feel like shouldnt blamed never forgave
i feel that because of our own love of reading and writing that we are more compassionate and understanding about the struggles that both new and established writers go through,love,3,feel love reading writing compassionate understanding struggles new established writers go
i feel anxious about a coming event or activity that will require physical energy that i may not have or emotional events that will require emotional energy i look to my parent and adult to take charge,fear,1,feel anxious coming event activity require physical energy may emotional events require emotional energy look parent adult take charge
i had been feeling slightly distressed and my pride was resisting me just waiting for the next peregrinos to walk past and help me out,fear,1,feeling slightly distressed pride resisting waiting next peregrinos walk past help
i am feeling restless for some reason today,fear,1,feeling restless reason today
im feeling really stressed at work too because theyre piling so much stuff for me to do and expect me to do all this creative stuff or decorate or make this,anger,0,im feeling really stressed work theyre piling much stuff expect creative stuff decorate make
i say it when im stressed feeling bitchy when im slacking in the toilet or when i feel constipated,anger,0,say im stressed feeling bitchy im slacking toilet feel constipated
i did not make them feel submissive enough and i wonder am i strange or are they,sadness,4,make feel submissive enough wonder strange
i did not care much about the number of viewers and the viewer ratings before but as the drama iris gained huge success i began to feel greedy about being successful,anger,0,care much number viewers viewer ratings drama iris gained huge success began feel greedy successful
i feel my heart shaky all the time now,fear,1,feel heart shaky time
i feel confident in saying the writers of the film are seemingly going to follow through with the classic comic story arc involving gwen stacey even if it doesnt happen until another sequel but i wont ruin that here,joy,2,feel confident saying writers film seemingly going follow classic comic story arc involving gwen stacey even doesnt happen another sequel wont ruin
im feeling pretty freakin fab,joy,2,im feeling pretty freakin fab
i feel like my bones broke but when i stood up i can still walk,sadness,4,feel like bones broke stood still walk
i hate my feelings which are all about loving this city day by day little by little,love,3,hate feelings loving city day day little little
i have to look for more problems to heap on myself when i already am feeling burdened,sadness,4,look problems heap already feeling burdened
i had a feeling going into this book that its a little too well loved to be orthodox,joy,2,feeling going book little well loved orthodox
i really didn t feel like there were any though so i was quite delighted when my brain came up with the amazingly obvious solution of asking the guy who lives in the other half of my duplex if i could just get dsl on his line and set up a wireless network,joy,2,really feel like though quite delighted brain came amazingly obvious solution asking guy lives half duplex could get dsl line set wireless network
i feel playful today a href http www,joy,2,feel playful today href http www
when i was about six years old,fear,1,six years old
i feel like blair just wants to be loved,love,3,feel like blair wants loved
my sister lost one of her twin sons my first nephews and then the older one died a week later,sadness,4,sister lost one twin sons first nephews older one died week later
i always think say now feel a little hesitant i always think say now feel a little hesitant posted on may th by admin,fear,1,always think say feel little hesitant always think say feel little hesitant posted may th admin
i don t know if i ll continue to feel a dull ache in my leg going forward or not,sadness,4,know continue feel dull ache leg going forward
im feeling quite agitated irritated amp annoyed,fear,1,im feeling quite agitated irritated amp annoyed
i feel so worthless and weak what does he have to say that s what i want to find out,sadness,4,feel worthless weak say want find
i have forgiven anyone who i feel has hurt me,sadness,4,forgiven anyone feel hurt
im feeling lucky button after that you will go to the landing page where you will found the alternative google search engine homepage with colors theme depend on the keywords below,joy,2,im feeling lucky button go landing page found alternative google search engine homepage colors theme depend keywords
i will feel shy and won t be able to talk to her,fear,1,feel shy able talk
i just feel like i need a shower and a really mellow day,joy,2,feel like need shower really mellow day
im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia,anger,0,im afraid already feel slightly place cru say friend bothered reach ask things going australia
i swear he had feelings that teddy i was so convinced of that and i was very very careful to always make him feel special and more loved than any of my other toys and teddies,joy,2,swear feelings teddy convinced careful always make feel special loved toys teddies
i feel like i ought to apologise for my unfortunate decline in writing standards over the past couple of weeks,sadness,4,feel like ought apologise unfortunate decline writing standards past couple weeks
i love that i feel valuable i love making the choice i love that it s easy to make the choice to feel good,joy,2,love feel valuable love making choice love easy make choice feel good
id love to hear your thoughts and comments so please feel free to leave me something below and have a wonderful weekend,joy,2,id love hear thoughts comments please feel free leave something wonderful weekend
i feel the delicious heartburn,joy,2,feel delicious heartburn
i feel a little funny discussing the realness of a portrayal of a condition ive never experienced,surprise,5,feel little funny discussing realness portrayal condition ive never experienced
im just figuring these lyrics out myself so apologies if im slightly wrong but it just feels a bit fake,sadness,4,im figuring lyrics apologies im slightly wrong feels bit fake
i haven t seen her since they broke up but now i m in this class and she is here waving at me so i go and sit next to her and get out my stuff and talk to her but i feel really strange about it because she cheated on my friend which i really should have mentioned before,surprise,5,seen since broke class waving go sit next get stuff talk feel really strange cheated friend really mentioned
i feel that they are vulnerable in the coming election given their performance,fear,1,feel vulnerable coming election given performance
i feel about kids and this just about broke my heart,sadness,4,feel kids broke heart
i always feel awkward when im alone in a crowd of peers and feel the need to make friends,sadness,4,always feel awkward im alone crowd peers feel need make friends
i have a sick feeling a longing for each second to be with you even though that will inevitably make it worse when you leave liverpool,love,3,sick feeling longing second even though inevitably make worse leave liverpool
i like the phrase having submissive feelings then being submissive,sadness,4,like phrase submissive feelings submissive
i feel love by sweet little arms wrapped around my legs wet kisses on my face and soft round cheeks on my lips,love,3,feel love sweet little arms wrapped around legs wet kisses face soft round cheeks lips
i was taunted by the ability of feeling threatened from weakness of frailty beneath this exterior of human existance lies a woman wanting nothing but a man needing his warmth and masculinity,fear,1,taunted ability feeling threatened weakness frailty beneath exterior human existance lies woman wanting nothing man needing warmth masculinity
i head upstream to explore bringing my notebook to write up the events of the day and i soon find running water with some small pools big enough to strip down and throw some water on the ole corpse which feels lovely,love,3,head upstream explore bringing notebook write events day soon find running water small pools big enough strip throw water ole corpse feels lovely
i feel kinda popular,joy,2,feel kinda popular
i just feel them around me and it s wonderful it s just wonderful,joy,2,feel around wonderful wonderful
i was feeling irate and extremely uncomfortable,anger,0,feeling irate extremely uncomfortable
i look at my life my beautiful family the fact that i feel truly blessed and that all that ive asked from god and the universe all that has happened and beyond how my imagination fathomed it,joy,2,look life beautiful family fact feel truly blessed ive asked god universe happened beyond imagination fathomed
i am not too sure on how i feel about alec hes either innocent like he says he is or hes a damn good liar,joy,2,sure feel alec hes either innocent like says hes damn good liar
i would feel a violent stab of loneliness,anger,0,would feel violent stab loneliness
i would feel ashamed or guilty if i were to take too much of the commons for myself,sadness,4,would feel ashamed guilty take much commons
i continue to succeed in something and having someone seems unattainable because i feel men will be intimidated or when there is a prolonged moment of silence,fear,1,continue succeed something someone seems unattainable feel men intimidated prolonged moment silence
i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job,anger,0,feel petty one first colleagues nice things say first asked contacts investment banks arrived job
i am feeling really bad for that guy,sadness,4,feeling really bad guy
i had been struggling emotionally feeling beaten down and discontented,sadness,4,struggling emotionally feeling beaten discontented
im feeling distracted and a little bit flighty,anger,0,im feeling distracted little bit flighty
i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,anger,0,feel mad sad discouraged something marvelous lord jesus something holy word god ignites soul hope keep moving forward
i was feeling disheartened so i turned on the radio hoping music would lift my spirits,sadness,4,feeling disheartened turned radio hoping music would lift spirits
i hate feeling discouraged but i keep trying to start the couch to k again and it just isnt going well at all,sadness,4,hate feeling discouraged keep trying start couch k isnt going well
i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend,anger,0,would knowingly wound feelings even one may wronged would seek good make friend
i still feel a craving for sweet food,love,3,still feel craving sweet food
i feel like every once in a while i should stop trying to do the smart thing and really go for my dreams,joy,2,feel like every stop trying smart thing really go dreams
i feel pained and wistful and suddenly the hot tub didn t seem like very much fun anymore,sadness,4,feel pained wistful suddenly hot tub seem like much fun anymore
i guess im feeling better,joy,2,guess im feeling better
i wasnt going to post anything about his death because i made me feel mad and shitty,anger,0,wasnt going post anything death made feel mad shitty
i feel his gracious hand upon my life,love,3,feel gracious hand upon life
i wont feel regretful,sadness,4,wont feel regretful
i feel like you didnt really care that alexis did that to me and you were irritated that i was even telling you,anger,0,feel like didnt really care alexis irritated even telling
i just do not feel uptight at all,fear,1,feel uptight
i still didnt feel like the problems had really been resolved,joy,2,still didnt feel like problems really resolved
i feel a sense of belonging to the soul of people even if i feel isolated from the collective ego of society,sadness,4,feel sense belonging soul people even feel isolated collective ego society
i am tired and not feeling well all morning,joy,2,tired feeling well morning
